,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
7851,569184255399620608,neutral,0.6842,,,Delta,,kbosspotter,,0,jetblue commercial like legroom one,,2015-02-21 09:17:56 -0800,Logan International Airport,Atlantic Time (Canada)
10178,569505992163135490,negative,0.6809,Can't Tell,0.6809,US Airways,,TrailerBrides,,0,usairways feel almost everyone hate,,2015-02-22 06:36:24 -0800,scrummy hooker ,Central Time (US & Canada)
9491,569908805724712961,negative,1.0,Customer Service Issue,0.3526,US Airways,,juliebartz,,0,usairways get aa frequent flyer number appear usair reservation frustrating,,2015-02-23 09:17:02 -0800,Shawano WI,Central Time (US & Canada)
1348,569792291264712704,neutral,0.664,,,United,,The5y5Adm1n,,0,united child two year old,,2015-02-23 01:34:03 -0800,,
660,570217145428090880,negative,0.7125,Late Flight,0.7125,United,,xRaeCatherine,,0,united sent message let know got also really going stuck,,2015-02-24 05:42:16 -0800,,
1492,569699171868938241,negative,1.0,Late Flight,0.6667,United,,tomlongphd,,0,united flight hr delayed far late flight crew literally waiting dinner acc honest gate agent,,2015-02-22 19:24:01 -0800,Mexico City,Eastern Time (US & Canada)
11987,570275726483542016,neutral,1.0,,,American,,StefanNiemczyk,,0,americanair like apologize gate agent flight aware zone nine precious gem,,2015-02-24 09:35:03 -0800,,Arizona
13788,569717632993263616,negative,1.0,Customer Service Issue,0.6809999999999999,American,,Taylorgnomey,,0,americanair home amp late flight thanks service centre plan involved flight leg across na full day,,2015-02-22 20:37:23 -0800,,
5154,569301668904329216,negative,1.0,Can't Tell,1.0,Southwest,,Laughable_con,,0,southwestair worst airline congrats,,2015-02-21 17:04:29 -0800,,
10507,569242425530712064,negative,1.0,Customer Service Issue,0.3683,US Airways,,POnions,,0,usairways looking forward waiting hold hr reschedule flight bunch idiot work airline,,2015-02-21 13:09:04 -0800,"CT, USA",Central Time (US & Canada)
9885,569626841046224896,negative,1.0,Customer Service Issue,0.66,US Airways,,Ariella_Lexi,,0,usairways tryng rsrv flight phone past day keep getting automated message call back,,2015-02-22 14:36:36 -0800,Elmwood Park ,Central Time (US & Canada)
14028,569676217432977408,negative,1.0,Flight Booking Problems,0.6669,American,,reebokpumped,,0,americanair seriously pls pls bring people help u still flight ord frm dfw want http,,2015-02-22 17:52:48 -0800,Milwaukee,Central Time (US & Canada)
9277,570011533205336064,negative,0.6768,Late Flight,0.3434,US Airways,,rgarrets,,0,usairways delayed due tail wind need jump sea leaving time arrives chance hold,,2015-02-23 16:05:14 -0800,"philadephia, pa",
2524,569134299024367616,negative,1.0,Customer Service Issue,0.3705,United,,Pacen8r,,1,united airserv contractor worth wet damn late flight still done w bag made checkin calamity,,2015-02-21 05:59:25 -0800,"Manassas, Virginia",Eastern Time (US & Canada)
11273,568250311455981570,negative,1.0,Can't Tell,0.6617,US Airways,,terryheubert,,0,usairways let u plane please go gate absurd,,2015-02-18 19:26:46 -0800,The District of Columbia,Eastern Time (US & Canada)
12406,570198744907567106,positive,1.0,,,American,,vickky1319,,0,americanair thank,,2015-02-24 04:29:09 -0800,Somewhere In The World...,Eastern Time (US & Canada)
5374,569160924960919552,positive,1.0,,,Southwest,,DianeFerraro,,0,southwestair flt crew orangecounty denver best weather delay pilot invited kid see cockpit luv,"[33.6839241, -117.8607358]",2015-02-21 07:45:13 -0800,"Los Angeles, California",Pacific Time (US & Canada)
3198,568602007583354880,positive,1.0,,,United,,kgbates,,0,united got lost kindle mail thanks,,2015-02-19 18:44:17 -0800,,Central Time (US & Canada)
5717,568781555784507392,negative,1.0,Customer Service Issue,0.3544,Southwest,,BCCoble,,0,southwestair longer flight series wifi great retire,,2015-02-20 06:37:45 -0800,"Grand Rapids, MI",Central Time (US & Canada)
12989,569966826639110147,negative,0.6817,Cancelled Flight,0.6817,American,,almarc44,,0,americanair hi flight dallas cancelled flightled going la u pls help rebook,"[32.90431463, -97.03489789]",2015-02-23 13:07:35 -0800,,
13329,569889391633518592,negative,0.6608,Customer Service Issue,0.3469,American,,hill_tony,,0,americanair website able check flight morning,,2015-02-23 07:59:53 -0800,Miami,Eastern Time (US & Canada)
12035,568824537338417154,negative,1.0,Customer Service Issue,0.6727,American,negative,KaiserSnowse,Customer Service Issue,0,americanair long take get credit aa account traveled jan amp one leg reported asked credit response,,2015-02-20 09:28:32 -0800,,Central Time (US & Canada)
8259,568551504505802752,negative,0.7053,Late Flight,0.7053,Delta,,MsBooya,,0,jetblue get plane think deserve know mechanical issue flight delayed,,2015-02-19 15:23:36 -0800,,
13045,569952639116447745,negative,1.0,Customer Service Issue,0.6878,American,,dorothykirk,,0,americanair trying hr reach agent must make change ca done web pst cancelled flight rev ystday,,2015-02-23 12:11:13 -0800,North Carolina,Pacific Time (US & Canada)
40,570033593394667521,positive,0.6639,,,Virgin America,,jamesferrandini,,0,virginamerica view downtown los angeles hollywood sign beyond rain mountain http,,2015-02-23 17:32:54 -0800,,
10461,569278418606559233,negative,1.0,Customer Service Issue,0.6987,US Airways,,ElizabethFrayer,,0,usairways apology thin even offer hotel voucher stranded customer,,2015-02-21 15:32:06 -0800,,
12276,570245402982785024,negative,1.0,Late Flight,0.6927,American,,JR_Fett,,0,americanair guess get bragging fly choice unlike others fly option j,,2015-02-24 07:34:33 -0800,,
12948,569974668406296577,negative,1.0,Late Flight,0.3442,American,,kanne822,,0,americanair true stop making excuse either overbook crappy plane,,2015-02-23 13:38:45 -0800,"Gilbert, AZ",Arizona
6816,570235244999270400,negative,1.0,Flight Booking Problems,1.0,Delta,,lalunkee,,0,jetblue need help moving dc amp want book one way fare website wo seem let missing something,,2015-02-24 06:54:11 -0800,All over ...,Eastern Time (US & Canada)
10559,569183862493810690,neutral,0.3713,,0.0,US Airways,,shivadelrahim,,0,usairways shivadelrahim upgrade,,2015-02-21 09:16:22 -0800,,
11247,568360334609612801,negative,0.6612,Flight Booking Problems,0.3692,US Airways,,TomFutureforall,,0,usairways cardholder flying u airway advantage card frustrating,,2015-02-19 02:43:58 -0800,,
11943,570290034009636865,neutral,0.6775,,0.0,American,,waynebevan,,0,americanair ok call likely tmrw uk time question process getting change charge reversed due bereavement,,2015-02-24 10:31:54 -0800,,Alaska
10704,568962249177436160,negative,1.0,Customer Service Issue,0.6844,US Airways,,GREATNESSEOA,,0,usairways talked supervisor jeanine could help minute talking nothing,,2015-02-20 18:35:45 -0800,McKinney TX,
2723,568932735181578240,negative,1.0,Customer Service Issue,1.0,United,,StarksRavings,,0,united mean beyond opaque maintenance issue yes would basic customer service ewr staff ca manage,,2015-02-20 16:38:28 -0800,United States,Eastern Time (US & Canada)
13457,569858278370516992,negative,1.0,Customer Service Issue,0.6509,American,,Jhosa_M,,0,americanair becomes get money passenger strict feedback reward,,2015-02-23 05:56:15 -0800,Ando por el mundo,Caracas
12557,570105753471746048,negative,1.0,Customer Service Issue,1.0,American,,richfreed,,1,americanair please allow speak someone dialogue would solve issue better faster emailing,,2015-02-23 22:19:38 -0800,,
9335,569980561344897024,negative,1.0,Late Flight,1.0,US Airways,,FahadHassan,,0,usairways ha flight ctl delayed going miss connection please transfer another airline asap http,,2015-02-23 14:02:10 -0800,Washington D.C.,Eastern Time (US & Canada)
14250,569646230264885249,neutral,0.6551,,0.0,American,,colts482,,0,americanair yes soon moment gather thought,,2015-02-22 15:53:39 -0800,Somewhere East,
7155,569924676715220992,neutral,0.6657,,,Delta,,DrewLitavis,,1,rt jetblue fleet fleek http,,2015-02-23 10:20:06 -0800,"New York, NY",Eastern Time (US & Canada)
11242,568373807414714369,negative,1.0,Customer Service Issue,1.0,US Airways,,ProActivePT,,0,usairways empty class chairman ca move due silly award travel rule trumping common sense customer service fail,,2015-02-19 03:37:30 -0800,New York/N. Carolina,Eastern Time (US & Canada)
13508,569845438494457856,negative,1.0,Cancelled Flight,1.0,American,,HaileyUrban,,0,americanair service rep happened yet honestly fed sick notice flight got cancelled flighted,,2015-02-23 05:05:14 -0800,,Alaska
11498,568069549591035904,positive,1.0,,,US Airways,,Logunov_Daniil,,0,usairways amazing follow back please,,2015-02-18 07:28:29 -0800,"Russia, Россия",Abu Dhabi
7230,569863166189924352,negative,0.6737,Can't Tell,0.3474,Delta,,prillyp,,0,jetblue martysg know love jb honestly complex feedback,,2015-02-23 06:15:41 -0800,gathering just enough moss,Eastern Time (US & Canada)
10412,569325005823217664,negative,1.0,Late Flight,0.6289,US Airways,,FalconjcJohn,,0,usairways usairways u land philly hour flight wait hour behind plane got stuck,,2015-02-21 18:37:13 -0800,,
5075,569365709500710912,negative,1.0,Customer Service Issue,1.0,Southwest,,hzidell,,0,southwestair real issue trying get thru hold hour amp got disconnected please help,,2015-02-21 21:18:58 -0800,"Dallas, Texas",Central Time (US & Canada)
10523,569229135752642560,negative,1.0,Can't Tell,1.0,US Airways,,POnions,,0,usairways cutting pregame time go kentuckymbb,,2015-02-21 12:16:16 -0800,"CT, USA",Central Time (US & Canada)
7880,569121160149012480,positive,1.0,,,Delta,,mike_baskin,,0,jetblue thanks getting boston early tuftsenergyconf breaking barrier clean energy future,,2015-02-21 05:07:12 -0800,"Cambridge, MA",
5394,569149358802759680,neutral,0.6636,,0.0,Southwest,,alee317,,0,southwestair plz consider customer losing aa kc okc directs okcdirects okc mci flight okcprofessionals,,2015-02-21 06:59:16 -0800,,Central Time (US & Canada)
9641,569759291839803392,negative,0.65,Flight Booking Problems,0.3609,US Airways,,pronetowander,,0,usairways add frequent flyer number website help,,2015-02-22 23:22:55 -0800,,
12526,570126389279662080,negative,1.0,Customer Service Issue,1.0,American,,tennesseejc,,0,americanair responded info different customer service line,,2015-02-23 23:41:38 -0800,"las vegas/nashville, TN",Central Time (US & Canada)
7789,569243807331409920,neutral,1.0,,,Delta,,Markjeffries1,,0,jetblue hey check snowing boston could predicted thing http,,2015-02-21 13:14:34 -0800,"40.741909,-73.997189",Eastern Time (US & Canada)
13681,569752206343348224,negative,1.0,Customer Service Issue,1.0,American,,jameslardizzone,,0,americanair arent calling going thru doesnt wait anything automated stuff messed,,2015-02-22 22:54:46 -0800,,Eastern Time (US & Canada)
4088,567827442657677313,negative,1.0,Flight Attendant Complaints,0.6906,United,,AndrewBarco1,,0,united obviously staff ewr united otherwise seen ad friendly helpful ewr worst airport,,2015-02-17 15:26:26 -0800,Usually in a plane,Eastern Time (US & Canada)
1967,569502353797173248,negative,1.0,Late Flight,0.6505,United,,jlongoria21,,0,united one operate ramp let u plane iah wow wow,,2015-02-22 06:21:56 -0800,"Rio Grande Valley, Texas",Central Time (US & Canada)
13167,569923221341908992,negative,1.0,Bad Flight,1.0,American,,Chuckwede65,,0,americanair would sell seat hour flight half legroom occupied escape raft http,,2015-02-23 10:14:19 -0800,,
12897,569987992858836992,negative,0.6991,Flight Booking Problems,0.6991,American,,UllCon,,0,americanair place hold complete payment see way reservation page,,2015-02-23 14:31:42 -0800,"Michigan, US",Quito
14048,569673900805783552,negative,1.0,Cancelled Flight,1.0,American,,PhilAuxier,,0,americanair anxious see care customer inconvenienced cancelled flightledflight,,2015-02-22 17:43:36 -0800,"Hutchinson, KS",Central Time (US & Canada)
6999,569960350876979200,neutral,0.6471,,0.0,Delta,,jennijelsing,,0,jetblue indeed,,2015-02-23 12:41:51 -0800,"Portland, OR",Pacific Time (US & Canada)
423,568114097142652928,neutral,0.6629999999999999,,,Virgin America,,AUStinAirport,,2,virginamerica announces new nonstop connecting austinairport amp dallaslovefield intro http http,,2015-02-18 10:25:30 -0800,"Austin, TX",Mountain Time (US & Canada)
13577,569822102062309376,negative,0.6372,Late Flight,0.6372,American,,RyanBarrell,,0,americanair hey happening zurich jfk appears squawked landed london heathrow,,2015-02-23 03:32:30 -0800,London,London
10096,569538857328353280,negative,1.0,Customer Service Issue,1.0,US Airways,,djNRG007,,0,usairways using monthly minute hold asshole,,2015-02-22 08:46:59 -0800,"Boston, MA",Eastern Time (US & Canada)
13920,569691049116839936,negative,0.6337,Cancelled Flight,0.6337,American,,0veranalyser,,0,americanair thanks note flight cancelled flightled working dfw,,2015-02-22 18:51:45 -0800,,Perth
12560,570103559318081536,negative,0.6568,Customer Service Issue,0.6568,American,,richfreed,,1,americanair allow conversation upset customer customer service worstcustomerserviceever,,2015-02-23 22:10:55 -0800,,
6142,568183277774868480,neutral,1.0,,,Southwest,,2Hats1Mike,,0,southwestair anticipate cancelled flightlations flight nashville tomorrow thank,,2015-02-18 15:00:24 -0800,"Buffalo, NY",Eastern Time (US & Canada)
5661,568829196962828289,negative,1.0,Customer Service Issue,0.631,Southwest,,Megs701,,0,southwestair extend call day ca extended mightmismybrosgraduation,,2015-02-20 09:47:03 -0800,,
9031,570276806512779264,neutral,1.0,,,US Airways,,dagzapatero,,0,usairways call amp wasted hr hold change coming divided award weather relate flightd flight disconnected please help,,2015-02-24 09:39:20 -0800,Tidewater - Virginia,Atlantic Time (Canada)
4596,569989340052344832,negative,1.0,Late Flight,1.0,Southwest,,DrewDepo,,0,southwestair prove cuz southwest people even know behind schedule,,2015-02-23 14:37:03 -0800,KCMO,
2659,568965937875066880,negative,0.6679,Can't Tell,0.3447,United,,xVanDanx,,0,united miss continental day,,2015-02-20 18:50:25 -0800,Silver Spring,Eastern Time (US & Canada)
141,569616490380439552,positive,1.0,,,Virgin America,,SkateMamas,,0,virginamerica best customer service rep world irmafromdallas take cake,,2015-02-22 13:55:28 -0800,"Los Angeles, CA",
2597,569010309085536257,negative,1.0,Late Flight,0.7014,United,,franknoc,,0,united waiting min counting get global service something going,,2015-02-20 21:46:44 -0800,,Arizona
6701,567728698900488192,neutral,1.0,,,Southwest,,deantak,,0,southwestair sent,,2015-02-17 08:54:04 -0800,Silicon Valley,Pacific Time (US & Canada)
1377,569749896095358977,negative,1.0,Cancelled Flight,1.0,United,,patlee,,0,united glad took care rescheduling ua ogg cancelled flightled http,,2015-02-22 22:45:35 -0800,"Bay Area, CA",Pacific Time (US & Canada)
3674,568191654986792960,positive,1.0,,,United,,parryaftab,,0,united parryaftab done thnx,,2015-02-18 15:33:41 -0800,,Central Time (US & Canada)
9658,569752107730890752,positive,0.6849,,,US Airways,,DavidHall1981,,0,usairways landonschott fine really like picking seat,,2015-02-22 22:54:22 -0800,"Adelaide, South Australia",Adelaide
14489,569607918569410560,negative,1.0,Customer Service Issue,1.0,American,,sweetmel,,0,americanair thenatek submitted complaint via link amp followed never heard back badcustomerservice,,2015-02-22 13:21:25 -0800,"Dallas, TX",Central Time (US & Canada)
6362,567954287185125377,neutral,1.0,,,Southwest,,chelsiesedore,,0,hillaconlin southwestair hi get solar charger amazon game changer plug usb charge,,2015-02-17 23:50:28 -0800,,
13719,569737258191839232,neutral,0.6529,,0.0,American,,urduckcommander,,0,americanair would like talk someone please follow,,2015-02-22 21:55:22 -0800,,Quito
4741,569887230019284993,positive,0.6487,,,Southwest,,Brianne_Sanchez,,0,southwestair thanks confirmation number dmed appreciate help,,2015-02-23 07:51:18 -0800,"Des Moines, IA",Central Time (US & Canada)
1138,569916152283041792,negative,0.6669,Can't Tell,0.3546,United,,fdashev,,0,united refund request case id,,2015-02-23 09:46:13 -0800,"Pittsburgh, PA",
10449,569290509883187202,positive,0.6627,,0.0,US Airways,,bartha75,,0,usairways ticket agent gate providence airport rocked tonight especially kristy sorry correct spelling,"[0.0, 0.0]",2015-02-21 16:20:09 -0800,san diego,
7374,569634575653183488,neutral,1.0,,,Delta,,rambinasaurus,,0,jetblue think selected already,,2015-02-22 15:07:20 -0800,,Atlantic Time (Canada)
1787,569586179185754113,negative,1.0,Lost Luggage,0.6621,United,,DavidLat,,0,united waiting half hour checked bag ewr amp priority disappointing usually guy good,,2015-02-22 11:55:02 -0800,"New York, NY",Eastern Time (US & Canada)
11754,567777743665946624,negative,1.0,Customer Service Issue,0.352,US Airways,,dosydoh,,0,usairways agent reservation contact instead asking waste time sitting phone hour,,2015-02-17 12:08:57 -0800,,Pacific Time (US & Canada)
4646,569963097055604736,negative,1.0,Can't Tell,0.6596,Southwest,,DeniseMarois,,0,southwestair feeling frustrated bought wifi onboard ca load email,,2015-02-23 12:52:46 -0800,,
7568,569528451339673600,neutral,0.6635,,0.0,Delta,,calvinsavanna,,0,jetblue ask load bag flight,,2015-02-22 08:05:38 -0800,"Naples, FL, Boston, MA",
459,567846970141716481,positive,0.6733,,,Virgin America,,TheAdamRizz,,0,virginamerica jezziegoldz would rough trip luckily virginamerica flight weather,,2015-02-17 16:44:02 -0800,"Dallas, Texas",Pacific Time (US & Canada)
6115,568214541852495872,neutral,1.0,,,Southwest,,cosmicghoul,,0,southwestair cant look confirmation number moment mobile email longer inbox,,2015-02-18 17:04:38 -0800,they/them,Pacific Time (US & Canada)
8179,568633098474299392,negative,1.0,Lost Luggage,1.0,Delta,,Who_Knows_Me1,,0,jetblue going arrived one bag unloaded flight,"[40.64656067, -73.78334045]",2015-02-19 20:47:50 -0800,,
948,569995706909503488,positive,1.0,,,United,,TuraOntheroad,,0,united thank,,2015-02-23 15:02:21 -0800,Brooklyn,Pacific Time (US & Canada)
9528,569890430893993986,negative,1.0,Lost Luggage,1.0,US Airways,,CatieKriewald,,0,usairways thanx first rodeo done amp done yesterday result comm unless u count status bag lost amp claim filed,,2015-02-23 08:04:01 -0800,"Stillwater, MN",Central Time (US & Canada)
6370,567912504656965632,positive,1.0,,,Southwest,,nick_manfredi,,0,southwestair johnwayneair thank much,,2015-02-17 21:04:27 -0800,,Alaska
4628,569975032127967232,neutral,1.0,,,Southwest,,pammpeterson,,0,southwestair vega day ago miss warm weather,,2015-02-23 13:40:11 -0800,,Quito
7358,569646269221773312,negative,0.6947,Late Flight,0.6947,Delta,,DJCASTANEDA,,0,jetblue day,,2015-02-22 15:53:48 -0800,REVERE MA,Quito
5925,568482803266031616,neutral,0.6429,,0.0,Southwest,,geekstiel,,0,southwestair please help get ticket imaginedragons club show atlanta destinationdragons,,2015-02-19 10:50:36 -0800,,Atlantic Time (Canada)
6040,568425343452721152,positive,1.0,,,Southwest,,adnankussair,,0,southwestair iphone app passbook support whoot little thing life,,2015-02-19 07:02:17 -0800,"Roseville, CA",Pacific Time (US & Canada)
441,568054702635483136,neutral,0.6477,,0.0,Virgin America,,opteyemisg,,0,virginamerica make every vx plane nerdbird austin one getting nerd love,,2015-02-18 06:29:29 -0800,,Central Time (US & Canada)
6659,567740235061014528,neutral,1.0,,,Southwest,,aaronkivett,,0,southwestair gruber finally,,2015-02-17 09:39:54 -0800,"Overland Park, KS",
9794,569663278298890241,negative,1.0,Late Flight,1.0,US Airways,,PeterPiatetsky,,0,usairways americanair delay mechanical issue weekend flight ridiculous tweet long delayed,,2015-02-22 17:01:24 -0800,Nebraska,Eastern Time (US & Canada)
10430,569313112089886720,negative,0.6909,Late Flight,0.3642,US Airways,,jshieber,,0,usairways hour gate,,2015-02-21 17:49:57 -0800,New York ,Beijing
8831,567810683485753344,positive,1.0,,,Delta,,vincenzolandino,,0,jetblue make happy hope empty promise,,2015-02-17 14:19:51 -0800,NYC | CT,Eastern Time (US & Canada)
9046,570271160363057154,neutral,0.6749,,0.0,US Airways,,JenRomanoff,,0,usairways make reservation yet changing name dividend mile account,,2015-02-24 09:16:54 -0800,,Eastern Time (US & Canada)
3830,568094311159476224,negative,0.7024,Late Flight,0.7024,United,,lynchbieberfan,,0,united plane took gate waiting lot dia,,2015-02-18 09:06:53 -0800,,Mountain Time (US & Canada)
13764,569720969947848704,negative,1.0,Lost Luggage,1.0,American,,OnePoundOne,,0,americanair arminrosen ggreenwald tell piece shit get fucked fly exclusively life,,2015-02-22 20:50:38 -0800,Chicago,
6144,568182492055912449,neutral,1.0,,,Southwest,,livvyports16,,1,southwestair info destinationdragons winner announced amp best friend hoping win thanks,,2015-02-18 14:57:17 -0800,,
14413,569620017840398337,negative,1.0,Cancelled Flight,0.6529,American,,CantankerousCMF,,0,americanair jacquelyn charlotte denied compensation cancelled flighted due plane malfunction well within control,,2015-02-22 14:09:29 -0800,North of 146th,Indiana (East)
6344,568044275910512640,negative,1.0,Late Flight,1.0,Southwest,,JeanmeF,,0,southwestair flight mco isp delayed detail,,2015-02-18 05:48:03 -0800,"Suffolk County, New York",Eastern Time (US & Canada)
12320,570234327071629312,neutral,1.0,,,American,,MiddleSeatView,,0,americanair cityandsand trying coordinate airport nutella veryimportantproject,,2015-02-24 06:50:32 -0800,"Washington, D.C.",Atlantic Time (Canada)
1958,569504172011356160,negative,1.0,Lost Luggage,1.0,United,,szymanski_t,,0,united fly united checked baggage never find,,2015-02-22 06:29:10 -0800,,Eastern Time (US & Canada)
9262,570018836239364096,negative,1.0,Customer Service Issue,1.0,US Airways,,BradleyPollock,,1,usairways flight gate agent plane phx nice customer service,,2015-02-23 16:34:15 -0800,,
155,569574973662232576,neutral,1.0,,,Virgin America,,Osiris91780,,0,virginamerica flight lga dfw time,,2015-02-22 11:10:30 -0800,,
10487,569258544714911746,positive,0.6879,,0.0,US Airways,,PinkBird,,0,usairways thank bwi keep seeing different stats delayed awaiting take delayed,,2015-02-21 14:13:08 -0800,,Mountain Time (US & Canada)
11661,567842439911858176,negative,1.0,Customer Service Issue,0.6544,US Airways,,Ltos5363,,0,usairways stop reposting autoresponse return flight home imateacher couldnt get rsw neptune waivethefee notmyfault,,2015-02-17 16:26:02 -0800,"South Shore, MA",Eastern Time (US & Canada)
4578,570000618707746816,positive,0.35,,0.0,Southwest,,fromtheleftseat,,0,southwestair eye next step improving inflight wifi runway girl http,,2015-02-23 15:21:52 -0800,Phoenix AZ,Arizona
1089,569930942833258496,negative,1.0,Flight Attendant Complaints,0.6467,United,,lisaboban,,0,united flight gate agent tried prevent taking onboard bag used year flight crew reasonable,,2015-02-23 10:45:00 -0800,Indiana,
6049,568413365254488064,neutral,1.0,,,Southwest,,KennyBSAT,,0,southwestair schedule open end october got columbus day wknd new england point check calendar,,2015-02-19 06:14:41 -0800,,
11132,568490780203065347,negative,1.0,Customer Service Issue,0.6865,US Airways,,garywerk,,0,usairways hour cross country morning flight food badservice,,2015-02-19 11:22:18 -0800,Home sweet Hollywood Home,Pacific Time (US & Canada)
13415,569868478435487744,neutral,0.6735,,0.0,American,,amandajames0610,,0,americanair trying track back two attendee help,,2015-02-23 06:36:47 -0800,"Atlanta, GA",Eastern Time (US & Canada)
9122,570204219191504896,negative,1.0,Flight Booking Problems,0.3663,US Airways,,Danye33,,0,usairways wasted another hour life hold insanity another way use voucher payment online,,2015-02-24 04:50:54 -0800,,Eastern Time (US & Canada)
7950,568940291530493952,negative,1.0,Late Flight,1.0,Delta,,JordantheJew,,0,jetblue thanks making miss important dinner tonight hr delay min tarmac worst,,2015-02-20 17:08:30 -0800,"New York, NY",Eastern Time (US & Canada)
11101,568505005633880064,negative,1.0,Lost Luggage,1.0,US Airways,,christinachime,,0,usairways guy losing luggage suppose flight highly disappointed med clothes,,2015-02-19 12:18:50 -0800,,
1674,569629019412557826,negative,1.0,Bad Flight,0.708,United,,RichGoldstein,,0,united plane came broken seat rather fix put broken sign separated kid,,2015-02-22 14:45:16 -0800,New York,
6763,570292174044200963,negative,1.0,Cancelled Flight,1.0,Delta,,Marty_H,,0,jetblue cancelled flighted flight went another airline leave cancelled flighted also called jetblue amp got flight,,2015-02-24 10:40:24 -0800,,Eastern Time (US & Canada)
12264,570248162067107840,negative,1.0,Flight Attendant Complaints,0.3602,American,,dwjudson,,0,americanair lot upset people freezing terminal gate agent kept u waiting plane beyond allowable time length,,2015-02-24 07:45:31 -0800,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
6416,567872411418247169,negative,1.0,Customer Service Issue,1.0,Southwest,,tomhsu4,,0,southwestair self help way put tsa pre check number existing reservation annoying reachable,,2015-02-17 18:25:08 -0800,,
14001,569678905344270336,positive,1.0,,,American,,stf_tsm,,0,thank sending detail americanair pretty handy dandy info http lookforwardtoflywithaa,,2015-02-22 18:03:29 -0800,,
2326,569258900228190208,negative,1.0,Customer Service Issue,0.6712,United,,jcharvardapp,,0,united team added min turnaround,,2015-02-21 14:14:32 -0800,,Atlantic Time (Canada)
7096,569937862109450240,neutral,1.0,,,Delta,,Mz_Undrst00d,,0,jetblue fleet fleek http,,2015-02-23 11:12:29 -0800,Buck Guy City,Eastern Time (US & Canada)
12578,570099970742886400,negative,1.0,Customer Service Issue,0.6748,American,,LeluBlesa,,0,americanair tsa tried check thing bought people told late flight want thing back,,2015-02-23 21:56:39 -0800,,Buenos Aires
11514,568058820376854528,negative,1.0,Bad Flight,1.0,US Airways,,claytonconway,,0,usairways seat next flight seattle tray table falling http,,2015-02-18 06:45:51 -0800,Seattle,
6450,567845681768968192,positive,1.0,,,Southwest,,beccalauren2011,,0,southwestair got added thank,,2015-02-17 16:38:55 -0800,"SMALL TOWN, USA",Central Time (US & Canada)
14024,569676317144133632,negative,1.0,Customer Service Issue,0.6684,American,,dogbuckeye,,0,americanair hold hour got agent immediately txfd change cncdld flight told would min min late flightr waiting,,2015-02-22 17:53:12 -0800,,
1715,569618317440208896,negative,1.0,Can't Tell,0.7065,United,,segallsays,,0,united stingiest airline nobody model ptfo cheap bastard stingy,"[47.4389994, -122.3010208]",2015-02-22 14:02:44 -0800,"Houston, TX",America/Chicago
9890,569625014179377152,negative,1.0,Late Flight,0.6903,US Airways,,rossj987,,0,usairways guy please give update sitting tarmac flight yet website still say time,,2015-02-22 14:29:21 -0800,"Washington, D.C.",Eastern Time (US & Canada)
9172,570084217301962752,negative,1.0,Can't Tell,0.6631,US Airways,,mydulcebella,,0,usairways hr early send email share experience want blasting,,2015-02-23 20:54:03 -0800,Pennsylvania,Eastern Time (US & Canada)
8381,568432677789011968,negative,1.0,Can't Tell,0.6659,Delta,,LisaTweetsa,,0,jetblue used guy year experience never ever use,,2015-02-19 07:31:26 -0800,"New York, NY ",Quito
9433,569939286935674880,negative,1.0,Customer Service Issue,0.3422,US Airways,,juliebartz,,0,usairways well going help hold hr amp client want ff nbr record elite waa,,2015-02-23 11:18:09 -0800,Shawano WI,Central Time (US & Canada)
3831,568093443823693824,negative,0.6771,Bad Flight,0.6771,United,,jerry_eckerman,,0,united flight omaha chicago en route nyc seating partner separate please fix re,,2015-02-18 09:03:26 -0800,"Orlando, Florida",
6299,568075679008468992,negative,1.0,Bad Flight,0.6458,Southwest,,oliviasdad1,,0,southwestair boarded plane told get plane hour delay,,2015-02-18 07:52:50 -0800,,
3348,568506797805318144,positive,0.6488,,,United,,DarinBrannon,,0,united thank address,,2015-02-19 12:25:57 -0800,"Monett, MO",Central Time (US & Canada)
13939,569688698301784064,negative,1.0,Late Flight,0.6469,American,,friedrice4break,,0,americanair hey flight dfw stuck gate gate agent plane full people missing connection,,2015-02-22 18:42:24 -0800,,
9177,570083458925490176,negative,1.0,Late Flight,1.0,US Airways,,premiyerx,,0,usairways screwed big flight late flight made flight csm daryl would let plane,,2015-02-23 20:51:02 -0800,"Dallas, TX ",
10013,569574737929576448,negative,1.0,Cancelled Flight,0.665,US Airways,,AllHailAng,,0,usairways offer provide u hotel anything flight hour away,,2015-02-22 11:09:34 -0800,Westeros,
587,570265542025719808,negative,0.6722,Can't Tell,0.3443,United,,jkentakula,,0,united mobile apps need construction ground o category expensive get right,,2015-02-24 08:54:34 -0800,,
9346,569972250385862656,negative,1.0,Lost Luggage,0.6723,US Airways,,ElmiraBudMan,,0,usairways happened u could get u home next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags,,2015-02-23 13:29:08 -0800,Does it really matter,
10964,568750153315676160,negative,1.0,Customer Service Issue,0.6931,US Airways,,JesseConn,,1,usairways flight waiting weight balance info past minute,,2015-02-20 04:32:58 -0800,,
